## Sun Mar 19 01:09:13 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_d_a4j77c --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_d_a4j77c --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM_d_a4j77c/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype genome --genepred prodigal --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
NODE_50_length_36684_cov_38.142732_1	1151127.KB906332_gene3546	5.5e-189	527.0	COG0583@1|root,COG0583@2|Bacteria,1MXRP@1224|Proteobacteria,1RYVZ@1236|Gammaproteobacteria,1YU21@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
NODE_50_length_36684_cov_38.142732_2	1151127.KB906332_gene3545	4.2e-129	370.0	COG0684@1|root,COG0684@2|Bacteria,1QSHP@1224|Proteobacteria	1224|Proteobacteria	H	Methyl-transferase	-	-	-	-	-	-	-	-	-	-	-	-	RraA-like
NODE_50_length_36684_cov_38.142732_3	1419583.V466_30145	8.87e-267	733.0	COG0436@1|root,COG0436@2|Bacteria,1MW0Z@1224|Proteobacteria,1RNN0@1236|Gammaproteobacteria,1YSNU@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	E	DegT/DnrJ/EryC1/StrS aminotransferase family	-	-	2.6.1.1	ko:K00812	ko00220,ko00250,ko00270,ko00330,ko00350,ko00360,ko00400,ko00401,ko00950,ko00960,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map00250,map00270,map00330,map00350,map00360,map00400,map00401,map00950,map00960,map01100,map01110,map01130,map01210,map01230	-	R00355,R00694,R00734,R00896,R02433,R02619,R05052	RC00006	ko00000,ko00001,ko01000,ko01007	-	-	-	Aminotran_1_2
NODE_50_length_36684_cov_38.142732_4	1151127.KB906332_gene3540	3.46e-284	780.0	COG2271@1|root,COG2271@2|Bacteria,1MVPS@1224|Proteobacteria,1RNMV@1236|Gammaproteobacteria,1YS8W@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	G	Transporter	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
NODE_50_length_36684_cov_38.142732_5	1151127.KB906332_gene3539	2.36e-141	400.0	COG0684@1|root,COG0684@2|Bacteria,1R70C@1224|Proteobacteria,1S7MA@1236|Gammaproteobacteria,1YU1Z@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	H	Aldolase/RraA	-	-	-	-	-	-	-	-	-	-	-	-	RraA-like
NODE_50_length_36684_cov_38.142732_6	1278073.MYSTI_07693	3e-86	260.0	COG1709@1|root,COG1709@2|Bacteria,1QTVD@1224|Proteobacteria	1224|Proteobacteria	K	Helix-turn-helix domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_31
NODE_50_length_36684_cov_38.142732_7	237609.PSAKL28_22000	2.28e-106	310.0	COG1896@1|root,COG1896@2|Bacteria,1MXEZ@1224|Proteobacteria	1224|Proteobacteria	S	hydrolases of HD superfamily	-	-	-	ko:K07023	-	-	-	-	ko00000	-	-	-	HD_3
NODE_50_length_36684_cov_38.142732_8	1470593.BW43_02924	0.0	1269.0	COG1450@1|root,COG1450@2|Bacteria,1MUUA@1224|Proteobacteria,1RPJS@1236|Gammaproteobacteria	1236|Gammaproteobacteria	NU	General Secretion Pathway protein	xpsD	-	-	ko:K02453	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	Secretin,Secretin_N
NODE_50_length_36684_cov_38.142732_9	1415630.U771_21360	3.72e-95	280.0	2ECF9@1|root,336DH@2|Bacteria,1N9HW@1224|Proteobacteria,1SFUA@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	ko:K02463	ko05111,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	T2SSC
NODE_50_length_36684_cov_38.142732_10	1415630.U771_21365	5.03e-130	370.0	2DKUH@1|root,30CV1@2|Bacteria,1NCRM@1224|Proteobacteria,1SBMH@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	general secretion pathway protein	xpsM	-	-	ko:K02462	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	T2SSM_b
NODE_50_length_36684_cov_38.142732_11	1415630.U771_21370	3.93e-203	567.0	COG3166@1|root,COG3166@2|Bacteria,1RJTG@1224|Proteobacteria,1S6RT@1236|Gammaproteobacteria	1236|Gammaproteobacteria	NU	general secretion pathway protein	xpsL	-	-	ko:K02461	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	PilN,T2SSL
NODE_50_length_36684_cov_38.142732_12	1470593.BW43_02920	3.83e-148	419.0	COG3156@1|root,COG3156@2|Bacteria,1RJRE@1224|Proteobacteria,1S6CB@1236|Gammaproteobacteria	1236|Gammaproteobacteria	U	Type II secretion system protein K	xpsK	-	-	ko:K02460	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	T2SSK
NODE_50_length_36684_cov_38.142732_13	1470593.BW43_02919	7.38e-118	340.0	COG2165@1|root,COG2165@2|Bacteria,1NH1V@1224|Proteobacteria,1SEYM@1236|Gammaproteobacteria	1236|Gammaproteobacteria	NU	general secretion pathway protein	gspJ	-	-	ko:K02459	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	N_methyl
NODE_50_length_36684_cov_38.142732_14	1470593.BW43_02918	3.79e-65	200.0	COG2165@1|root,COG2165@2|Bacteria,1N631@1224|Proteobacteria,1SAZY@1236|Gammaproteobacteria	1236|Gammaproteobacteria	NU	general secretion pathway protein	-	-	-	ko:K02458	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	N_methyl
NODE_50_length_36684_cov_38.142732_15	1282356.H045_05635	6.77e-83	246.0	COG4970@1|root,COG4970@2|Bacteria,1NBWI@1224|Proteobacteria,1S5MN@1236|Gammaproteobacteria,1YTKA@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	U	Pfam:N_methyl_2	xpsH	-	-	ko:K02457	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	GspH,N_methyl
NODE_50_length_36684_cov_38.142732_16	1415630.U771_21395	8.05e-99	286.0	COG2165@1|root,COG2165@2|Bacteria,1NVDN@1224|Proteobacteria,1SN87@1236|Gammaproteobacteria	1236|Gammaproteobacteria	U	general secretion pathway protein	-	-	-	ko:K02456	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	N_methyl,T2SSG
NODE_50_length_36684_cov_38.142732_17	1470593.BW43_02915	1.4e-239	664.0	COG1459@1|root,COG1459@2|Bacteria,1MV4U@1224|Proteobacteria,1RQ86@1236|Gammaproteobacteria	1236|Gammaproteobacteria	U	general secretion pathway protein	xpsF	GO:0002790,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0008104,GO:0008150,GO:0009306,GO:0009987,GO:0015031,GO:0015628,GO:0015833,GO:0016020,GO:0032940,GO:0033036,GO:0042886,GO:0044464,GO:0045184,GO:0046903,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071806,GO:0071944,GO:0098776	-	ko:K02455	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	T2SSF
NODE_50_length_36684_cov_38.142732_18	216595.PFLU_4080	0.0	1057.0	COG2804@1|root,COG2804@2|Bacteria,1MU7V@1224|Proteobacteria,1RMBS@1236|Gammaproteobacteria,1YNF4@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	NU	pathway protein E	xpsE	GO:0003674,GO:0005488,GO:0005515,GO:0042802	-	ko:K02454	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	T2SSE,T2SSE_N
NODE_50_length_36684_cov_38.142732_19	690597.JH730979_gene15	0.0	1470.0	COG4774@1|root,COG4774@2|Bacteria,1MVZD@1224|Proteobacteria,1RN2P@1236|Gammaproteobacteria,1YN0Q@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	P	Secretin and TonB N terminus short domain	-	-	-	ko:K02014	-	-	-	-	ko00000,ko02000	1.B.14	-	-	Plug,STN,TonB_dep_Rec
NODE_50_length_36684_cov_38.142732_20	1415630.U771_17260	1.33e-83	248.0	COG1846@1|root,COG1846@2|Bacteria,1RCY7@1224|Proteobacteria,1S49H@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	Homoprotocatechuate degradative operon repressor	hpaR	-	-	-	-	-	-	-	-	-	-	-	MarR
NODE_50_length_36684_cov_38.142732_21	1415630.U771_17265	4.64e-293	801.0	29WIY@1|root,30I56@2|Bacteria,1NQQ0@1224|Proteobacteria	1224|Proteobacteria	S	PFAM Outer membrane porin	-	-	-	-	-	-	-	-	-	-	-	-	OprD
NODE_50_length_36684_cov_38.142732_22	1415630.U771_17270	1.89e-195	544.0	COG0662@1|root,COG2207@1|root,COG0662@2|Bacteria,COG2207@2|Bacteria,1MXDJ@1224|Proteobacteria,1RNJM@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	4-hydroxyphenylacetate catabolism regulatory protein hpaA	hpaA	-	-	ko:K02508	-	-	-	-	ko00000,ko03000	-	-	-	AraC_binding,Cupin_2,HTH_18
NODE_50_length_36684_cov_38.142732_23	1415630.U771_17275	8.3e-147	414.0	COG0179@1|root,COG0179@2|Bacteria,1R51B@1224|Proteobacteria,1RQI9@1236|Gammaproteobacteria	1236|Gammaproteobacteria	Q	isomerase	hpaG1	-	4.1.1.68	ko:K05921	ko00350,ko01120,ko01220,map00350,map01120,map01220	M00533	R04134,R04380	RC01085,RC02669	ko00000,ko00001,ko00002,ko01000	-	-	-	FAA_hydrolase
NODE_50_length_36684_cov_38.142732_24	1415630.U771_17280	1.83e-181	505.0	COG0179@1|root,COG0179@2|Bacteria,1MUPF@1224|Proteobacteria,1RPYA@1236|Gammaproteobacteria	1236|Gammaproteobacteria	Q	COG0179 2-keto-4-pentenoate hydratase 2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)	hpaG	-	4.1.1.68	ko:K05921	ko00350,ko01120,ko01220,map00350,map01120,map01220	M00533	R04134,R04380	RC01085,RC02669	ko00000,ko00001,ko00002,ko01000	-	-	iECO111_1330.ECO111_5214,iEcHS_1320.EcHS_A4584	FAA_hydrolase
NODE_50_length_36684_cov_38.142732_25	1470593.BW43_05279	0.0	959.0	COG1012@1|root,COG1012@2|Bacteria,1MU1V@1224|Proteobacteria,1RMBQ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	C	belongs to the aldehyde dehydrogenase family	hpaE	-	1.2.1.60	ko:K00151	ko00350,ko01120,ko01220,map00350,map01120,map01220	M00533	R04418	RC00254	ko00000,ko00001,ko00002,ko01000	-	-	iYL1228.KPN_04787	Aldedh
NODE_50_length_36684_cov_38.142732_26	1415630.U771_17290	1.17e-212	586.0	COG3384@1|root,COG3384@2|Bacteria,1MWNC@1224|Proteobacteria,1RPH7@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	3,4-dihydroxyphenylacetate 2,3-dioxygenase	hpaD	-	1.13.11.15	ko:K00455	ko00350,ko01120,ko01220,map00350,map01120,map01220	M00533	R03303	RC00643	ko00000,ko00001,ko00002,ko01000	-	-	-	LigB
NODE_50_length_36684_cov_38.142732_27	1415630.U771_17295	2.12e-82	244.0	COG3232@1|root,COG3232@2|Bacteria,1RB8A@1224|Proteobacteria,1S3SG@1236|Gammaproteobacteria	1236|Gammaproteobacteria	E	5-carboxymethyl-2-hydroxymuconate isomerase	hpcD	-	5.3.3.10	ko:K01826	ko00350,ko01120,ko01220,map00350,map01120,map01220	M00533	R04379,R04482	RC01141,RC01162	ko00000,ko00001,ko00002,ko01000	-	-	iECIAI1_1343.ECIAI1_4572,iECO103_1326.ECO103_5133,iEKO11_1354.EKO11_3963,iEcHS_1320.EcHS_A4581,iSBO_1134.SBO_4409,iSbBS512_1146.SbBS512_E4887	CHMI
NODE_50_length_36684_cov_38.142732_28	1415630.U771_17300	1.21e-303	829.0	COG2271@1|root,COG2271@2|Bacteria,1MUEK@1224|Proteobacteria,1RMB4@1236|Gammaproteobacteria	1236|Gammaproteobacteria	G	Major facilitator superfamily	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
NODE_50_length_36684_cov_38.142732_29	1470593.BW43_05275	1.62e-185	516.0	COG3971@1|root,COG3971@2|Bacteria,1MVVV@1224|Proteobacteria,1RMZ4@1236|Gammaproteobacteria	1236|Gammaproteobacteria	Q	hydratase	hpaH	-	4.1.1.77	ko:K01617,ko:K02509	ko00350,ko00362,ko00621,ko00622,ko01100,ko01120,ko01220,map00350,map00362,map00621,map00622,map01100,map01120,map01220	M00569	R02602,R04132,R05374,R06897	RC00751,RC01615,RC02595,RC02672	ko00000,ko00001,ko00002,ko01000	-	-	iECIAI1_1343.ECIAI1_4571,iYL1228.KPN_04784	FAA_hydrolase
NODE_50_length_36684_cov_38.142732_30	1114970.PSF113_2544	2.88e-160	452.0	COG3836@1|root,COG3836@2|Bacteria,1MUSG@1224|Proteobacteria,1RMWJ@1236|Gammaproteobacteria,1YN6T@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	G	Belongs to the HpcH HpaI aldolase family	hpaI	-	4.1.2.52	ko:K02510	ko00350,ko01120,map00350,map01120	-	R01645,R01647	RC00307,RC00572,RC00574,RC03057	ko00000,ko00001,ko01000	-	-	-	HpcH_HpaI
NODE_50_length_36684_cov_38.142732_31	1415630.U771_17315	4.84e-86	254.0	COG1846@1|root,COG1846@2|Bacteria,1RCY7@1224|Proteobacteria,1S49H@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	Homoprotocatechuate degradative operon repressor	hpaR	-	-	-	-	-	-	-	-	-	-	-	MarR
NODE_50_length_36684_cov_38.142732_32	321846.PS417_17875	2.22e-314	856.0	COG0665@1|root,COG0665@2|Bacteria,1MVGP@1224|Proteobacteria,1RNJ9@1236|Gammaproteobacteria	1236|Gammaproteobacteria	E	oxidoreductase	ordL	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008150,GO:0008152,GO:0016491,GO:0044424,GO:0044464,GO:0055114	-	ko:K09471	ko00330,ko01100,map00330,map01100	M00136	R07415	RC00062	ko00000,ko00001,ko00002,ko01000	-	-	-	DAO
NODE_50_length_36684_cov_38.142732_33	1316927.ATKI01000064_gene4109	7.08e-79	234.0	COG3450@1|root,COG3450@2|Bacteria,1N2P0@1224|Proteobacteria,1S52Q@1236|Gammaproteobacteria,1YTKG@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	S	Protein of unknown function (DUF861)	-	-	-	ko:K06995	-	-	-	-	ko00000	-	-	-	Cupin_3
NODE_50_length_36684_cov_38.142732_34	1470593.BW43_05270	5.64e-128	367.0	COG2197@1|root,COG2197@2|Bacteria,1RJ8F@1224|Proteobacteria,1SZXN@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	GerE
NODE_50_length_36684_cov_38.142732_35	930166.CD58_13780	1e-182	509.0	28MCI@1|root,2ZAQM@2|Bacteria,1MWK7@1224|Proteobacteria,1RQF7@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	MoaF C-terminal domain	moaF	-	-	-	-	-	-	-	-	-	-	-	MoaF,MoaF_C
NODE_50_length_36684_cov_38.142732_36	1470593.BW43_05268	6.58e-164	461.0	COG1028@1|root,COG1028@2|Bacteria,1R7E3@1224|Proteobacteria,1RS7C@1236|Gammaproteobacteria	1236|Gammaproteobacteria	IQ	COG1028 Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	-	-	-	-	-	-	-	-	-	-	-	-	adh_short_C2
NODE_50_length_36684_cov_38.142732_37	1114970.PSF113_2535	1.32e-141	404.0	COG1028@1|root,COG1028@2|Bacteria,1MWCY@1224|Proteobacteria,1S0E4@1236|Gammaproteobacteria,1YS71@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	IQ	KR domain	-	-	1.1.1.100	ko:K00059	ko00061,ko00333,ko00780,ko01040,ko01100,ko01130,ko01212,map00061,map00333,map00780,map01040,map01100,map01130,map01212	M00083,M00572	R04533,R04534,R04536,R04543,R04566,R04953,R04964,R07759,R07763,R10116,R10120,R11671	RC00029,RC00117	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	adh_short_C2
NODE_50_length_36684_cov_38.142732_38	216595.PFLU_3606	1.35e-183	560.0	COG3209@1|root,COG3209@2|Bacteria,1MVV1@1224|Proteobacteria,1SKYM@1236|Gammaproteobacteria,1YR6Z@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	M	RHS Repeat	-	-	-	-	-	-	-	-	-	-	-	-	Pertussis_S1,RHS,RHS_repeat,Tox-HNH-EHHH
NODE_51_length_36244_cov_41.016894_1	690597.JH730943_gene5076	1.43e-175	490.0	COG0842@1|root,COG0842@2|Bacteria,1MUH1@1224|Proteobacteria,1RP0Z@1236|Gammaproteobacteria,1YMWV@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	U	Transport permease protein	yadH	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	ko:K01992	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC2_membrane
NODE_51_length_36244_cov_41.016894_2	216595.PFLU_1868	1.11e-209	581.0	COG1131@1|root,COG1131@2|Bacteria,1MUW7@1224|Proteobacteria,1RMC5@1236|Gammaproteobacteria,1YN21@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	V	ABC transporter	yadG	GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0009314,GO:0009628,GO:0010165,GO:0010212,GO:0016020,GO:0044464,GO:0050896,GO:0071944	-	ko:K01990	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC_tran
NODE_51_length_36244_cov_41.016894_3	1415630.U771_10385	9.53e-141	398.0	COG0625@1|root,COG0625@2|Bacteria,1RA4M@1224|Proteobacteria,1S2K3@1236|Gammaproteobacteria	1236|Gammaproteobacteria	O	Glutathione S-Transferase	yliJ	GO:0003674,GO:0003824,GO:0004364,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0008152,GO:0016491,GO:0016740,GO:0016765,GO:0030611,GO:0042802,GO:0044424,GO:0044444,GO:0044464,GO:0055114	2.5.1.18	ko:K00799	ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418	-	R03522,R07002,R07003,R07004,R07023,R07024,R07025,R07026,R07069,R07070,R07083,R07084,R07091,R07092,R07093,R07094,R07100,R07113,R07116,R08280,R09409,R11905	RC00004,RC00069,RC00840,RC00948,RC01704,RC01705,RC01706,RC01758,RC01759,RC01765,RC01767,RC01769,RC02243,RC02527,RC02939,RC02940,RC02942,RC02943,RC02944	ko00000,ko00001,ko01000,ko02000	1.A.12.2.2,1.A.12.3.2	-	-	GST_C,GST_C_2,GST_N,GST_N_3
NODE_51_length_36244_cov_41.016894_4	1415630.U771_10380	3.79e-142	402.0	COG1305@1|root,COG1305@2|Bacteria,1R9XR@1224|Proteobacteria,1S4S3@1236|Gammaproteobacteria	1236|Gammaproteobacteria	E	Cysteine	-	-	-	-	-	-	-	-	-	-	-	-	Transglut_core
NODE_51_length_36244_cov_41.016894_5	216595.PFLU_1865	0.0	1586.0	COG1960@1|root,COG1960@2|Bacteria,1MUDR@1224|Proteobacteria,1RPM5@1236|Gammaproteobacteria,1YM7G@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	I	dehydrogenase	fadE	-	-	ko:K06445	ko00071,ko01100,ko01212,map00071,map01100,map01212	M00087	R01175,R01279,R03777,R03857,R03990,R04751,R04754	RC00052,RC00076	ko00000,ko00001,ko00002,ko01000	-	-	-	Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N,DUF1974
NODE_51_length_36244_cov_41.016894_6	1117958.PE143B_0127575	2.54e-90	265.0	2E278@1|root,32XDG@2|Bacteria,1NDYE@1224|Proteobacteria,1SDS7@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Dehydrogenase	-	-	-	-	-	-	-	-	-	-	-	-	-
NODE_51_length_36244_cov_41.016894_7	690597.JH730943_gene5082	1.19e-212	588.0	COG0583@1|root,COG0583@2|Bacteria,1N4BZ@1224|Proteobacteria,1RRCD@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
NODE_51_length_36244_cov_41.016894_8	1470593.BW43_04014	2.01e-125	359.0	COG2872@1|root,COG2872@2|Bacteria,1RFHW@1224|Proteobacteria,1S1N3@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Alanyl-tRNA synthetase	-	-	-	-	-	-	-	-	-	-	-	-	tRNA-synt_2c,tRNA_SAD
NODE_51_length_36244_cov_41.016894_9	1415630.U771_10355	0.0	954.0	COG3540@1|root,COG3540@2|Bacteria,1MWAF@1224|Proteobacteria,1SKR5@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	Alkaline phosphatase	phoD	-	3.1.3.1	ko:K01113	ko00790,ko01100,ko02020,map00790,map01100,map02020	M00126	R04620	RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	PhoD,PhoD_N
NODE_51_length_36244_cov_41.016894_10	587753.EY04_15340	7.01e-98	288.0	COG1670@1|root,COG1670@2|Bacteria	2|Bacteria	J	COG1670 acetyltransferases, including N-acetylases of ribosomal proteins	rimL	-	2.3.1.128	ko:K03790	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	Acetyltransf_3
NODE_51_length_36244_cov_41.016894_11	1117958.PE143B_0127600	9.19e-84	248.0	COG0848@1|root,COG0848@2|Bacteria,1RJZC@1224|Proteobacteria,1S4SP@1236|Gammaproteobacteria	1236|Gammaproteobacteria	U	transport protein	-	-	-	ko:K03559	-	-	-	-	ko00000,ko02000	1.A.30.2.1	-	-	ExbD
NODE_51_length_36244_cov_41.016894_12	587753.EY04_15350	2.12e-88	268.0	COG0810@1|root,COG0810@2|Bacteria,1RAD8@1224|Proteobacteria,1S2A8@1236|Gammaproteobacteria	1236|Gammaproteobacteria	M	Energy transducer TonB	-	-	-	ko:K03832	-	-	-	-	ko00000,ko02000	2.C.1.1	-	-	TonB_C,TonB_N
NODE_51_length_36244_cov_41.016894_13	690597.JH730943_gene5089	0.0	1475.0	COG4772@1|root,COG4772@2|Bacteria,1MVMV@1224|Proteobacteria,1T29J@1236|Gammaproteobacteria,1YRK5@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	P	TonB dependent receptor	-	-	-	ko:K02014	-	-	-	-	ko00000,ko02000	1.B.14	-	-	Plug,TonB_dep_Rec
NODE_51_length_36244_cov_41.016894_14	690597.JH730943_gene5090	9.34e-141	399.0	COG0811@1|root,COG0811@2|Bacteria,1MX5J@1224|Proteobacteria,1RMSA@1236|Gammaproteobacteria,1YQ6K@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	U	MotA/TolQ/ExbB proton channel family	VP0166	-	-	ko:K03561	-	-	-	-	ko00000,ko02000	1.A.30.2.1	-	-	MotA_ExbB
NODE_51_length_36244_cov_41.016894_15	690597.JH730943_gene5091	4.04e-277	760.0	COG1502@1|root,COG1502@2|Bacteria,1R9I4@1224|Proteobacteria,1RZ86@1236|Gammaproteobacteria,1YS2E@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	I	PLD-like domain	-	-	-	-	-	-	-	-	-	-	-	-	PLDc_2
NODE_51_length_36244_cov_41.016894_16	690597.JH730940_gene4910	8.36e-35	120.0	2B21T@1|root,31UIN@2|Bacteria,1QSE7@1224|Proteobacteria,1RVTX@1236|Gammaproteobacteria,1YUDE@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NODE_51_length_36244_cov_41.016894_18	1415630.U771_10300	3.67e-247	681.0	COG0687@1|root,COG0687@2|Bacteria,1MUYW@1224|Proteobacteria,1RM7W@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	Required for the activity of the bacterial periplasmic transport system of putrescine	potF	-	-	ko:K11073	ko02010,map02010	M00300	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.11.2	-	-	SBP_bac_8
NODE_51_length_36244_cov_41.016894_19	690597.JH730940_gene4908	8.84e-172	481.0	COG2197@1|root,COG2197@2|Bacteria,1R8VK@1224|Proteobacteria,1S22T@1236|Gammaproteobacteria,1YSKP@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	K	Bacterial regulatory proteins, luxR family	-	-	-	-	-	-	-	-	-	-	-	-	GerE
NODE_51_length_36244_cov_41.016894_20	1415630.U771_10270	6.9e-161	453.0	2BJI2@1|root,32DV0@2|Bacteria,1RK8A@1224|Proteobacteria,1S6ZR@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NODE_51_length_36244_cov_41.016894_21	1415630.U771_10265	3.72e-172	483.0	COG0596@1|root,COG0596@2|Bacteria,1RAET@1224|Proteobacteria,1S3KA@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	2-succinyl-6-hydroxy-2, 4-cyclohexadiene-1-carboxylate synthase	-	-	-	-	-	-	-	-	-	-	-	-	Abhydrolase_1
NODE_51_length_36244_cov_41.016894_22	216595.PFLU_1855	0.0	1043.0	COG0840@1|root,COG0840@2|Bacteria,1MU9B@1224|Proteobacteria,1RMH0@1236|Gammaproteobacteria,1YN4W@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	NT	chemotaxis, protein	VPA0491	-	-	ko:K03406	ko02020,ko02030,map02020,map02030	-	-	-	ko00000,ko00001,ko02035	-	-	-	4HB_MCP_1,HAMP,HBM,MCPsignal
NODE_51_length_36244_cov_41.016894_23	321846.PS417_09070	1.64e-279	771.0	COG1167@1|root,COG1167@2|Bacteria,1MV6F@1224|Proteobacteria,1RMQ0@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	Transcriptional regulators containing a DNA-binding HTH domain and an aminotransferase domain (MocR family) and their eukaryotic orthologs	-	-	-	-	-	-	-	-	-	-	-	-	Aminotran_1_2,GntR
NODE_51_length_36244_cov_41.016894_24	216595.PFLU_1853	7.29e-166	465.0	COG1028@1|root,COG1028@2|Bacteria,1R413@1224|Proteobacteria,1S3TR@1236|Gammaproteobacteria,1YP23@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	IQ	Dehydrogenase	-	-	-	-	-	-	-	-	-	-	-	-	adh_short_C2
